bug,degree,in_degree,out_degree,betweenness,pagerank,average_neighbor_degree,clustering,square_clustering,closeness_centrality,degree_centrality,out_degree_centrality,in_degree_centrality,betweenness_centrality,load_centrality,number_of_cliques,core_number,number_ancestors,number_descendants,eccentricity,ripple_degree,Size,Ties,Pairs,Densit,nWeakC,pWeakC,2StepR,2StepP,ReachE,Broker,nBroke,nClose,EgoBet,nEgoBe
1,12,1,11,0.001765455,0.001281619,4.818181818,0.163636364,0.018398355,0.113013699,0.03030303,0.027777778,0.002525253,0.001765455,0.001826885,9,7,198,153,154,154,4,1,12,8.33,3,75,214,54.04,76.43,5.5,0.92,1,0,0
0,6,2,4,5.75E-05,0.001855795,0,0.133333333,0.173913043,0.005681818,0.015151515,0.01010101,0.005050505,5.75E-05,5.75E-05,5,3,3,4,5,5,48,1135,2256,50.31,1,2.08,255,64.39,11.67,560.5,0.5,1135,94.61,4
0,68,28,40,0.000645308,0.002484505,30.25,0.798717949,0.086079832,0.079192829,0.171717172,0.101010101,0.070707071,0.000645308,0.000407957,17,57,59,189,190,190,41,1473,1640,89.82,1,2.44,199,50.25,10.97,83.5,0.1,1473,0.25,0
0,37,16,21,0,0.002440534,17.33333333,0.985714286,0.665075034,0.040909091,0.093434343,0.053030303,0.04040404,0,0,4,32,18,212,213,213,8,16,56,28.57,2,25,24,6.06,36.36,20,0.71,16,10.5,18
1,14,5,9,0.005280885,0.002035747,2.444444444,0.346153846,0.018203034,0.170689655,0.035353535,0.022727273,0.012626263,0.005280885,0.005460577,12,7,198,153,154,154,5,1,20,5,4,80,97,24.49,87.39,9.5,0.95,1,5,25
0,64,28,36,4.55E-06,0.002478772,30.27777778,0.955555556,0.207449768,0.079192829,0.161616162,0.090909091,0.070707071,4.55E-06,4.90E-06,10,57,59,189,190,190,1,0,0,-1,1,100,45,11.36,100,0,-1,0,0,-1
0,78,37,41,5.94E-06,0.003798305,37,0.984146341,0.625239353,0.093434343,0.196969697,0.103535354,0.093434343,5.94E-06,5.94E-06,4,74,37,55,56,56,38,985,1406,70.06,1,2.63,227,57.32,13.44,210.5,0.3,985,45.82,3
0,63,27,36,0.000236036,0.002868025,27.52777778,0.867867868,0.117571905,0.158908507,0.159090909,0.090909091,0.068181818,0.000236036,0.000225258,13,54,198,153,154,154,8,4,56,7.14,4,50,220,55.56,72.61,26,0.93,4,5,8
0,83,83,0,0,0.013275824,0,0.287099618,0.025413516,0.238771986,0.20959596,0,0.20959596,0,0,31,54,250,0,1,1,41,1473,1640,89.82,1,2.44,199,50.25,10.97,83.5,0.1,1473,0.25,0
0,77,37,40,1.68E-07,0.00379638,37.875,0.996153846,0.635622966,0.093434343,0.194444444,0.101010101,0.093434343,1.68E-07,1.68E-07,3,74,37,55,56,56,36,885,1260,70.24,1,2.78,227,57.32,14.29,187.5,0.3,885,46.23,3
0,5,3,2,0.003314255,0.00146507,1,0.1,0.103773585,0.133083137,0.012626263,0.005050505,0.007575758,0.003314255,0.002902442,4,3,200,5,6,6,45,1107,1980,55.91,1,2.22,254,64.14,12.03,436.5,0.44,1107,140.5,7
0,1,1,0,0,0.001775562,0,0,0,0.003367003,0.002525253,0,0.002525253,0,0,1,1,2,0,1,1,39,889,1482,59.99,2,5.13,149,37.63,10.38,296.5,0.4,889,34,2
0,7,7,0,0,0.002622817,0,0.142857143,0.025352113,0.116363747,0.017676768,0,0.017676768,0,0,5,3,205,0,1,1,3,0,6,0,3,100,214,54.04,78.39,3,1,0,0,0
0,78,37,41,5.94E-06,0.003798305,37,0.984146341,0.625239353,0.093434343,0.196969697,0.103535354,0.093434343,5.94E-06,5.94E-06,4,74,37,55,56,56,10,20,90,22.22,4,40,229,57.83,40.11,35,0.78,20,21,23
0,7,0,7,0,0.000874336,0.428571429,0.095238095,0.212121212,0,0.017676768,0.017676768,0,0,0,6,3,0,8,9,9,1,0,0,-1,1,100,5,1.26,100,0,-1,0,0,-1
0,12,0,12,0,0.000874336,28.91666667,0.560606061,0.063589744,0,0.03030303,0.03030303,0,0,0,5,11,0,156,157,157,41,1473,1640,89.82,1,2.44,199,50.25,10.97,83.5,0.1,1473,0.25,0
0,41,31,10,0.000776042,0.003395335,16.9,0.819047619,0.138023028,0.180656934,0.103535354,0.025252525,0.078282828,0.000776042,0.001063332,7,38,198,153,154,154,21,329,420,78.33,1,4.76,63,15.91,12.75,45.5,0.22,329,0,0
0,60,27,33,4.48E-06,0.002862022,28.72727273,0.98573975,0.279895244,0.158908507,0.151515152,0.083333333,0.068181818,4.48E-06,2.60E-06,9,54,198,153,154,154,33,828,1056,78.41,1,3.03,244,61.62,14.73,114,0.22,828,8.38,0
0,37,16,21,0,0.002440534,17.33333333,0.985714286,0.665075034,0.040909091,0.093434343,0.053030303,0.04040404,0,0,4,32,18,212,213,213,2,0,2,0,2,100,23,5.81,92,1,1,0,0,0
0,2,2,0,0,0.001245154,0,0,1,0.091329205,0.005050505,0,0.005050505,0,0,2,2,200,0,1,1,13,54,156,34.62,1,7.69,140,35.35,37.74,51,0.65,54,16.13,10
0,38,32,6,0.006059381,0.0030687,22.66666667,0.774789916,0.076590945,0.204968944,0.095959596,0.015151515,0.080808081,0.006059381,0.005611496,7,34,198,153,154,154,3,1,6,16.67,2,66.67,86,21.72,97.73,2.5,0.83,1,2,33
1,7,1,6,0.001284656,0.001065624,1.666666667,0.133333333,0.027360395,0.102590674,0.017676768,0.015151515,0.002525253,0.001284656,0.001287612,4,6,198,153,154,154,3,2,6,33.33,1,33.33,12,3.03,70.59,2,0.67,2,0,0
0,1,1,0,0,0.001060152,0,0,0,0.002525253,0.002525253,0,0.002525253,0,0,1,1,1,0,1,1,3,1,6,16.67,2,66.67,9,2.27,69.23,2.5,0.83,1,1,16
0,78,37,41,5.94E-06,0.003798305,37,0.984146341,0.625239353,0.093434343,0.196969697,0.103535354,0.093434343,5.94E-06,5.94E-06,4,74,37,55,56,56,32,812,992,81.85,3,9.38,242,61.11,15.08,90,0.18,812,56,5
0,11,4,7,0,0.001529994,5.714285714,0.904761905,0.122267206,0.01010101,0.027777778,0.017676768,0.01010101,0,0,2,11,4,194,195,195,6,16,30,53.33,1,16.67,226,57.07,61.75,7,0.47,16,0,0
