bug,degree,in_degree,out_degree,betweenness,pagerank,average_neighbor_degree,clustering,square_clustering,closeness_centrality,degree_centrality,out_degree_centrality,in_degree_centrality,betweenness_centrality,load_centrality,number_of_cliques,core_number,number_ancestors,number_descendants,eccentricity,ripple_degree,Size,Ties,Pairs,Densit,nWeakC,pWeakC,2StepR,2StepP,ReachE,Broker,nBroke,nClose,EgoBet,nEgoBe
0,9,1,8,4.69E-06,0.000665893,79.875,0.472222222,0.020880304,0.001669449,0.015025042,0.013355593,0.001669449,4.69E-06,4.89E-06,5,7,1,419,420,420,134,10697,17822,60.02,1,0.75,400,66.78,1.47,3562.5,0.4,10697,5.71,0
0,308,56,252,0.001423558,0.001161068,67.30952381,0.457466285,0.039270416,0.214675135,0.514190317,0.420701169,0.093489149,0.001423558,0.001450667,4527,134,264,418,419,419,27,123,702,17.52,4,14.81,391,65.28,24.81,289.5,0.82,123,0,0
0,2,1,1,2.23E-06,0.000758325,3,0,0.4,0.009728858,0.003338898,0.001669449,0.001669449,2.23E-06,2.23E-06,2,2,13,7,8,8,127,9044,16002,56.52,1,0.79,400,66.78,1.54,3479,0.43,9044,6.59,0
0,191,62,129,0.001082053,0.001078709,25.75193798,0.515344119,0.029018846,0.217078215,0.318864775,0.215358932,0.103505843,0.001082053,0.001260502,3360,79,264,418,419,419,79,2283,6162,37.05,3,3.8,432,72.12,2.26,1939.5,0.63,2283,0,0
0,79,79,0,0,0.001092078,0,0.553716326,0.234830848,0.23436911,0.131886477,0,0.131886477,0,0,58,79,272,0,1,1,1,0,0,-1,1,100,20,3.34,100,0,-1,0,0,-1
0,2,2,0,0,0.000706559,0,1,1,0.1018567,0.003338898,0,0.003338898,0,0,1,2,265,0,1,1,134,10697,17822,60.02,1,0.75,400,66.78,1.47,3562.5,0.4,10697,5.71,0
0,79,79,0,0,0.001092078,0,0.553716326,0.234830848,0.23436911,0.131886477,0,0.131886477,0,0,58,79,272,0,1,1,284,22671,80372,28.21,1,0.35,401,66.94,0.98,28850.5,0.72,22671,453.63,0
0,1,0,1,0,0.000661873,1,0,0,0,0.001669449,0.001669449,0,0,0,1,1,0,2,3,3,34,241,1122,21.48,5,14.71,47,7.85,11.01,440.5,0.79,241,431.5,38
1,252,0,252,0,0.000661873,67.26984127,0.373426927,0.06512721,0,0.420701169,0.420701169,0,0,0,343,132,0,421,422,422,20,203,380,53.42,1,5,62,10.35,16.71,88.5,0.47,203,0.95,0
0,133,6,127,3.61E-05,0.000770567,109.4015748,0.733908261,0.226394705,0.168384838,0.222036728,0.212020033,0.010016694,3.61E-05,3.61E-05,9,125,264,418,419,419,289,23216,83232,27.89,1,0.35,401,66.94,0.97,30008,0.72,23216,141.71,0
0,79,79,0,0,0.001092078,0,0.553716326,0.234830848,0.23436911,0.131886477,0,0.131886477,0,0,58,79,272,0,1,1,134,10697,17822,60.02,1,0.75,400,66.78,1.47,3562.5,0.4,10697,5.71,0
0,1,1,0,0,0.000673402,0,0,0,0.167004361,0.001669449,0,0.001669449,0,0,1,1,265,0,1,1,279,21429,77562,27.63,1,0.36,402,67.11,1.02,28066.5,0.72,21429,360.3,0
0,196,119,77,3.20E-05,0.00208555,105.9350649,0.901806756,0.105777177,0.242404007,0.32721202,0.128547579,0.198664441,3.20E-05,3.24E-05,126,134,264,418,419,419,79,2283,6162,37.05,3,3.8,432,72.12,2.26,1939.5,0.63,2283,0,0
0,79,79,0,0,0.001092078,0,0.553716326,0.234830848,0.23436911,0.131886477,0,0.131886477,0,0,58,79,272,0,1,1,175,15875,30450,52.13,1,0.57,400,66.78,1.25,7287.5,0.48,15875,483.42,1
0,196,119,77,3.20E-05,0.00208555,105.9350649,0.901806756,0.105777177,0.242404007,0.32721202,0.128547579,0.198664441,3.20E-05,3.24E-05,126,134,264,418,419,419,134,10697,17822,60.02,1,0.75,400,66.78,1.47,3562.5,0.4,10697,5.71,0
0,31,11,20,1.77E-05,0.001274605,12.65,0.778947368,0.239529361,0.01836394,0.051752922,0.033388982,0.01836394,1.77E-05,1.77E-05,10,22,11,465,466,466,9,43,72,59.72,1,11.11,338,56.43,37.64,14.5,0.4,43,7,9
0,1,1,0,0,0.000715317,0,0,0,0.086521817,0.001669449,0,0.001669449,0,0,1,1,265,0,1,1,1,0,0,-1,1,100,20,3.34,100,0,-1,0,0,-1
0,307,55,252,0.000380128,0.000974121,66.82539683,0.458085145,0.039252943,0.214279785,0.512520868,0.420701169,0.091819699,0.000380128,0.00041042,4538,134,264,418,419,419,5,4,20,20,2,40,225,37.56,64.47,8,0.8,4,0,0
0,1,1,0,0,0.001622228,0,0,0,0.084646768,0.001669449,0,0.001669449,0,0,1,1,267,0,1,1,77,2278,5852,38.93,2,2.6,408,68.11,2.16,1787,0.61,2278,0,0
1,210,74,136,0.000112743,0.001148434,101.2426471,0.794298921,0.070529144,0.22162652,0.350584307,0.227045075,0.123539232,0.000112743,0.000112651,440,134,264,418,419,419,79,2283,6162,37.05,3,3.8,432,72.12,2.26,1939.5,0.63,2283,0,0
0,79,79,0,0,0.001092078,0,0.553716326,0.234830848,0.23436911,0.131886477,0,0.131886477,0,0,58,79,272,0,1,1,11,13,110,11.82,4,36.36,94,15.69,40,48.5,0.88,13,0,0
0,103,81,22,0.00014808,0.001216141,108,0.763207106,0.184606647,0.224621473,0.171953255,0.03672788,0.135225376,0.00014808,0.000166297,48,101,264,418,419,419,88,3607,7656,47.11,1,1.14,401,66.94,1.99,2024.5,0.53,3607,14.43,0
0,236,0,236,0,0.000661873,58.8940678,0.318067075,0.074622291,0,0.393989983,0.393989983,0,0,0,121,121,0,421,422,422,3,5,6,83.33,1,33.33,301,50.25,41.86,0.5,0.17,5,0,0
0,1,1,0,0,0.000707899,0,0,0,0.008816778,0.001669449,0,0.001669449,0,0,1,1,13,0,1,1,293,21635,85556,25.29,2,0.68,424,70.78,1.06,31960.5,0.75,21635,3986.37,4
0,1,1,0,0,0.001975531,0,0,0,0.018164603,0.001669449,0,0.001669449,0,0,1,1,27,0,1,1,79,2283,6162,37.05,3,3.8,432,72.12,2.26,1939.5,0.63,2283,0,0
0,7,6,1,0,0.001726999,2,1,0.172680412,0.102334145,0.011686144,0.001669449,0.010016694,0,0,1,7,264,418,419,419,17,106,272,38.97,1,5.88,113,18.86,34.88,83,0.61,106,7.59,2
0,5,5,0,0,0.000679347,0,0.4,0.174248265,0.008347245,0.008347245,0,0.008347245,0,0,4,5,5,0,1,1,4,3,12,25,1,25,309,51.59,59.2,4.5,0.75,3,0,0
0,9,3,6,0.000884976,0.000798687,25.33333333,0.535714286,0.040077569,0.104259788,0.015025042,0.010016694,0.005008347,0.000884976,0.000884976,6,8,264,418,419,419,77,2278,5852,38.93,2,2.6,408,68.11,2.16,1787,0.61,2278,0,0
0,79,79,0,0,0.001092078,0,0.553716326,0.234830848,0.23436911,0.131886477,0,0.131886477,0,0,58,79,272,0,1,1,9,27,72,37.5,1,11.11,153,25.54,70.51,22.5,0.63,27,1,1
