bug,degree,in_degree,out_degree,betweenness,pagerank,average_neighbor_degree,clustering,square_clustering,closeness_centrality,degree_centrality,out_degree_centrality,in_degree_centrality,betweenness_centrality,load_centrality,number_of_cliques,core_number,number_ancestors,number_descendants,eccentricity,ripple_degree,Size,Ties,Pairs,Densit,nWeakC,pWeakC,2StepR,2StepP,ReachE,Broker,nBroke,nClose,EgoBet,nEgoBe
0,3,3,0,0,0.000354759,0,1,0.018115942,0.00243309,0.00243309,0,0.00243309,0,0,1,3,3,0,1,1,22,55,462,11.9,1,4.55,175,14.19,23.3,203.5,0.88,55,54,11
0,34,0,34,0,0.000221172,23.82352941,0.474153298,0.020938232,0,0.02757502,0.02757502,0,0,0,38,29,0,565,566,566,35,876,1190,73.61,2,5.71,325,26.36,9.13,157,0.26,876,0,0
0,1,1,0,0,0.000229694,0,0,0,0.01526211,0.00081103,0,0.00081103,0,0,1,1,69,0,1,1,1,0,0,-1,1,100,43,3.49,100,0,-1,0,0,-1
0,19,6,13,0.001323862,0.000447313,1,0.228070175,0.004468205,0.170196311,0.01540957,0.01054339,0.00486618,0.001323862,0.001359704,18,10,790,561,562,562,50,386,2450,15.76,4,8,542,43.96,8.75,1032,0.84,386,0,0
0,1,0,1,0,0.000221172,19,0,0,0,0.00081103,0.00081103,0,0,0,1,1,0,578,579,579,18,143,306,46.73,1,5.56,279,22.63,12.82,81.5,0.53,143,0,0
0,4,2,2,0,0.000258529,1,1,0.372093023,0.00162206,0.00324412,0.00162206,0.00162206,0,0,1,4,2,2,3,3,3,4,6,66.67,1,33.33,129,10.46,70.11,1,0.33,4,0,0
1,95,81,14,0.000438267,0.001353065,18.14285714,0.54969475,0.03659408,0.187537543,0.077047851,0.01135442,0.065693431,0.000438267,0.000315962,93,42,790,561,562,562,41,329,1640,20.06,6,14.63,580,47.04,11.46,655.5,0.8,329,38,2
0,2,2,0,0,0.000299501,0,1,0.016903915,0.137444763,0.00162206,0,0.00162206,0,0,1,2,791,0,1,1,9,43,72,59.72,1,11.11,229,18.57,36.88,14.5,0.4,43,0,0
0,9,8,1,0,0.000265115,0,0.777777778,0.070111673,0.026447355,0.00729927,0.00081103,0.00648824,0,0,3,9,69,1,2,2,5,9,20,45,1,20,112,9.08,61.54,5.5,0.55,9,0,0
1,53,37,16,0.000733097,0.002937138,14.375,0.705705706,0.028613953,0.174479086,0.04298459,0.01297648,0.03000811,0.000733097,0.000733097,56,32,790,561,562,562,37,886,1332,66.52,1,2.7,330,26.76,9.21,223,0.33,886,7,0
0,1,1,0,0,0.000484725,0,0,0,0.001853783,0.00081103,0,0.00081103,0,0,1,1,4,0,1,1,6,5,30,16.67,3,50,197,15.98,79.76,12.5,0.83,5,6,20
0,130,78,52,0.005613281,0.00071778,53.88461538,0.709518477,0.108600726,0.198885591,0.105433901,0.04217356,0.063260341,0.005613281,0.005613628,614,76,790,561,562,562,5,6,20,30,2,40,208,16.87,45.51,7,0.7,6,0,0
0,1,1,0,0,0.000315204,0,0,0,0.00081103,0.00081103,0,0.00081103,0,0,1,1,1,0,1,1,39,318,1482,21.46,1,2.56,266,21.57,19.63,582,0.79,318,103.92,7
0,85,33,52,0.000598423,0.000596531,32.65384615,0.642857143,0.044407195,0.028812908,0.068937551,0.04217356,0.02676399,0.000598423,0.000600822,35,58,45,662,663,663,1,0,0,-1,1,100,12,0.97,100,0,-1,0,0,-1
1,20,6,14,0.001576025,0.000377349,5.142857143,0.367647059,0.013577371,0.122291333,0.0162206,0.01135442,0.00486618,0.001576025,0.001625926,16,8,790,561,562,562,81,3147,6480,48.56,1,1.23,516,41.85,5.88,1666.5,0.51,3147,1.41,0
