bug,degree,in_degree,out_degree,betweenness,pagerank,average_neighbor_degree,clustering,square_clustering,closeness_centrality,degree_centrality,out_degree_centrality,in_degree_centrality,betweenness_centrality,load_centrality,number_of_cliques,core_number,number_ancestors,number_descendants,eccentricity,ripple_degree,Size,Ties,Pairs,Densit,nWeakC,pWeakC,2StepR,2StepP,ReachE,Broker,nBroke,nClose,EgoBet,nEgoBe
0,1,0,1,0,0.000494667,9,0,0,0,0.001564945,0.001564945,0,0,0,1,1,0,321,322,322,15,34,210,16.19,1,6.67,152,23.79,40.75,88,0.84,34,29.5,14
0,25,0,25,0,0.000494667,13.52,0.4,0.01899181,0,0.039123631,0.039123631,0,0,0,15,17,0,311,312,312,1,0,0,-1,1,100,60,9.39,100,0,-1,0,0,-1
0,2,2,0,0,0.000688541,0,1,0.024771838,0.126356031,0.00312989,0,0.00312989,0,0,1,2,280,0,1,1,1,0,0,-1,1,100,60,9.39,100,0,-1,0,0,-1
0,53,37,16,0.001113263,0.00636603,15,0.714714715,0.052163604,0.176546234,0.082942097,0.025039124,0.057902973,0.001113263,0.001113263,39,33,279,307,308,308,4,0,12,0,4,100,50,7.82,61.73,6,1,0,4,33
0,52,34,18,0.014040111,0.003746719,13.83333333,0.654520918,0.042451453,0.175781965,0.081377152,0.028169014,0.053208138,0.014040111,0.014095638,49,33,279,307,308,308,1,0,0,-1,1,100,11,1.72,100,0,-1,0,0,-1
0,22,0,22,0,0.000494667,11.40909091,0.380952381,0.024797352,0,0.034428795,0.034428795,0,0,0,11,16,0,308,309,309,9,51,72,70.83,1,11.11,58,9.08,44.62,10.5,0.29,51,0,0
1,23,10,13,0.001991684,0.001693409,4.230769231,0.343873518,0.038396421,0.142034069,0.03599374,0.020344288,0.015649452,0.001991684,0.001479731,13,12,281,31,32,32,3,0,6,0,3,100,84,13.15,84,3,1,0,2,33
0,3,3,0,0,0.000659638,0,0.333333333,0.128888889,0.004694836,0.004694836,0,0.004694836,0,0,2,3,3,0,1,1,78,1949,6006,32.45,1,1.28,315,49.3,7.2,2028.5,0.68,1949,57.57,0
0,1,1,0,0,0.000546488,0,0,0,0.023058989,0.001564945,0,0.001564945,0,0,1,1,38,0,1,1,19,65,342,19.01,3,15.79,159,24.88,34.19,138.5,0.81,65,64,18
0,39,35,4,0.000294366,0.003923733,8.25,0.623123123,0.04332301,0.176035985,0.061032864,0.006259781,0.054773083,0.000294366,0.000288414,18,25,279,307,308,308,23,122,506,24.11,1,4.35,302,47.26,20.31,192,0.76,122,5,0
0,35,1,34,0.000784926,0.000704941,14.94117647,0.169747899,0.007724174,0.001564945,0.054773083,0.053208138,0.001564945,0.000784926,0.000784926,23,21,1,320,321,321,17,111,272,40.81,1,5.88,133,20.81,29.49,80.5,0.59,111,10.8,3
0,44,19,25,0.000842079,0.001949346,18.8,0.864615385,0.221028315,0.149772342,0.06885759,0.039123631,0.029733959,0.000842079,0.0008421,9,36,341,69,70,70,121,1530,14520,10.54,1,0.83,353,55.24,7.15,6495,0.89,1530,2914.49,20
1,15,12,3,0,0.003426703,3.333333333,0.551282051,0.019011538,0.146841431,0.023474178,0.004694836,0.018779343,0,0,12,11,322,13,14,14,17,40,272,14.71,3,17.65,273,42.72,25.78,116,0.85,40,3.25,1
0,43,20,23,0.000173844,0.002359012,20.52173913,0.876666667,0.252232817,0.149895713,0.067292645,0.03599374,0.031298905,0.000173844,0.000173844,7,36,341,69,70,70,2,1,2,50,1,50,116,18.15,80,0.5,0.5,1,0,0
1,87,59,28,0.009591603,0.002845828,11.64285714,0.210970464,0.024501962,0.192748262,0.136150235,0.043818466,0.092331768,0.009591603,0.01027199,108,23,279,307,308,308,18,55,306,17.97,5,27.78,275,43.04,22.36,125.5,0.82,55,0,0
0,1,1,0,0,0.00050646,0,0,0,0.09799657,0.001564945,0,0.001564945,0,0,1,1,280,0,1,1,74,1911,5402,35.38,1,1.35,292,45.7,6.86,1745.5,0.65,1911,6.49,0
1,61,5,56,0.030619245,0.000776765,3.214285714,0.05480226,0.006986624,0.12532603,0.095461659,0.087636933,0.007824726,0.030619245,0.031129677,64,16,279,307,308,308,4,4,12,33.33,1,25,84,13.15,74.34,4,0.67,4,0.5,4
0,16,0,16,0,0.000494667,19.4375,0.408333333,0.016865127,0,0.025039124,0.025039124,0,0,0,5,16,0,308,309,309,3,1,6,16.67,2,66.67,17,2.66,85,2.5,0.83,1,1,16
0,7,3,4,0.000647573,0.000680703,26.75,0.6,0.029570618,0.004694836,0.010954617,0.006259781,0.004694836,0.000647573,0.000639362,2,6,3,309,310,310,7,2,42,4.76,5,71.43,124,19.41,41.47,20,0.95,2,5,11
0,1,1,0,0,0.000560972,0,0,0,0.117560856,0.001564945,0,0.001564945,0,0,1,1,342,0,1,1,21,222,420,52.86,1,4.76,194,30.36,26.94,99,0.47,222,0.69,0
0,8,2,6,1.44E-05,0.000540756,16.83333333,0.333333333,0.023829329,0.00312989,0.012519562,0.009389671,0.00312989,1.44E-05,1.32E-05,5,8,2,311,312,312,1,0,0,-1,1,100,29,4.54,100,0,-1,0,0,-1
0,42,1,41,0.000235205,0.000518708,26.68292683,0.597560976,0.072889053,0.009538714,0.0657277,0.064162754,0.001564945,0.000235205,0.00023378,8,31,16,323,324,324,19,41,342,11.99,4,21.05,278,43.51,33.17,150.5,0.88,41,107.33,31
0,24,0,24,0,0.000494667,14.95833333,0.297101449,0.015567498,0,0.037558685,0.037558685,0,0,0,13,17,0,312,313,313,4,0,12,0,4,100,39,6.1,39,6,1,0,0,0
0,31,0,31,0,0.000494667,29.25806452,0.802150538,0.40839622,0,0.048513302,0.048513302,0,0,0,6,28,0,311,312,312,6,13,30,43.33,1,16.67,67,10.49,34.72,8.5,0.57,13,0,0
0,2,1,1,0,0.001242182,0,1,0.076923077,0.117038832,0.00312989,0.001564945,0.001564945,0,0,1,2,323,1,2,2,13,36,156,23.08,2,15.38,179,28.01,58.88,60,0.77,36,11,7
0,31,14,17,0.001461469,0.001279068,17.29411765,0.894736842,0.062427956,0.159655179,0.048513302,0.026604069,0.021909233,0.001461469,0.001455796,20,19,279,307,308,308,1,0,0,-1,1,100,3,0.47,100,0,-1,0,0,-1
0,1,1,0,0,0.000560972,0,0,0,0.117560856,0.001564945,0,0.001564945,0,0,1,1,342,0,1,1,1,0,0,-1,1,100,60,9.39,100,0,-1,0,0,-1
0,1,1,0,0,0.000560972,0,0,0,0.117560856,0.001564945,0,0.001564945,0,0,1,1,342,0,1,1,41,516,1640,31.46,1,2.44,225,35.21,15.54,562,0.69,516,68.35,4
0,6,2,4,5.73E-07,0.000559366,9.5,0.533333333,0.022928305,0.00312989,0.009389671,0.006259781,0.00312989,5.73E-07,4.67E-07,6,6,2,308,309,309,3,2,6,33.33,1,33.33,48,7.51,85.71,2,0.67,2,0,0
0,29,0,29,0,0.000494667,31.24137931,0.916256158,0.520241236,0,0.045383412,0.045383412,0,0,0,5,28,0,309,310,310,6,11,30,36.67,1,16.67,123,19.25,46.24,9.5,0.63,11,0,0
0,2,1,1,0,0.000582611,0,1,0.074074074,0.099006129,0.00312989,0.001564945,0.001564945,0,0,1,2,282,1,2,2,1,0,0,-1,1,100,52,8.14,100,0,-1,0,0,-1
0,7,0,7,0,0.000494667,18.85714286,0.619047619,0.046073929,0,0.010954617,0.010954617,0,0,0,2,7,0,320,321,321,38,572,1406,40.68,1,2.63,228,35.68,14.09,417,0.59,572,36.07,2
0,14,0,14,0,0.000494667,17.64285714,0.538461538,0.037412006,0,0.021909233,0.021909233,0,0,0,5,13,0,321,322,322,1,0,0,-1,1,100,4,0.63,100,0,-1,0,0,-1
1,1,0,1,0,0.000494667,0,0,0,0,0.001564945,0.001564945,0,0,0,1,1,0,1,2,2,26,434,650,66.77,2,7.69,115,18,14.82,108,0.33,434,19.44,2
0,35,18,17,4.95E-05,0.002796003,16,0.98245614,0.771428571,0.128221046,0.054773083,0.026604069,0.028169014,4.95E-05,4.95E-05,3,33,359,17,18,18,37,682,1332,51.2,1,2.7,225,35.21,8.72,325,0.49,682,13.7,1
0,15,0,15,0,0.000494667,16.46666667,0.561904762,0.03732598,0,0.023474178,0.023474178,0,0,0,5,14,0,308,309,309,5,0,20,0,5,100,159,24.88,40.66,10,1,0,4,20
0,97,63,34,0.000511521,0.002620566,26.97058824,0.590175439,0.083152083,0.17328151,0.151799687,0.053208138,0.098591549,0.000511521,0.000344126,223,42,279,307,308,308,2,1,2,50,1,50,62,9.7,96.88,0.5,0.5,1,0,0
0,59,50,9,0.011338494,0.005312325,6.666666667,0.148148148,0.018349463,0.200190755,0.092331768,0.014084507,0.078247261,0.011338494,0.011338494,34,24,341,69,70,70,69,628,4692,13.38,1,1.45,325,50.86,14.5,2032,0.87,628,98.81,2
0,20,18,2,0,0.003675651,2.5,0.286549708,0.018613876,0.169371394,0.031298905,0.00312989,0.028169014,0,0,15,13,314,29,30,30,31,621,930,66.77,3,9.68,193,30.2,8.31,154.5,0.33,621,0,0
0,2,2,0,0,0.000674861,0,1,1,0.093800998,0.00312989,0,0.00312989,0,0,1,2,280,0,1,1,30,190,870,21.84,1,3.33,201,31.46,18.22,340,0.78,190,86.17,9
1,18,8,10,0.00010301,0.000772998,2.7,0.071895425,0.020112036,0.012676056,0.028169014,0.015649452,0.012519562,0.00010301,0.00010261,12,11,9,30,31,31,18,32,306,10.46,0,55.56,238,37.25,26.86,137,0.9,32,10,3
0,19,19,0,0,0.002101881,0,0.994152047,0.60186745,0.141349891,0.029733959,0,0.029733959,0,0,2,19,280,0,1,1,37,417,1332,31.31,1,2.7,227,35.52,23.6,457.5,0.69,417,45.83,3
0,3,1,2,0.000131483,0.00050646,12,0,0.023169601,0.09799657,0.004694836,0.00312989,0.001564945,0.000131483,0.000133478,3,3,280,71,72,72,18,161,306,52.61,1,5.56,235,36.78,32.41,72.5,0.47,161,16.62,5
0,2,0,2,0,0.000494667,4.5,0,0,0,0.00312989,0.00312989,0,0,0,2,2,0,70,71,71,60,104,3540,2.94,6,43.33,342,53.52,33.83,1718,0.97,104,240.17,6
0,13,0,13,0,0.000494667,18.69230769,0.58974359,0.044212327,0,0.020344288,0.020344288,0,0,0,4,13,0,308,309,309,65,629,4160,15.12,1,1.54,328,51.33,14.56,1765.5,0.85,629,86.42,2
0,2,2,0,0,0.00077626,0,0,0.04,0.125543384,0.00312989,0,0.00312989,0,0,2,2,342,0,1,1,24,197,552,35.69,1,4.17,105,16.43,17.86,177.5,0.64,197,68.81,12
