bug,degree,in_degree,out_degree,betweenness,pagerank,average_neighbor_degree,clustering,square_clustering,closeness_centrality,degree_centrality,out_degree_centrality,in_degree_centrality,betweenness_centrality,load_centrality,number_of_cliques,core_number,number_ancestors,number_descendants,eccentricity,ripple_degree,Size,Ties,Pairs,Densit,nWeakC,pWeakC,2StepR,2StepP,ReachE,Broker,nBroke,nClose,EgoBet,nEgoBe
1,9,2,7,0,0.000202973,39,0.857142857,0.031567871,0.114893154,0.004828326,0.003755365,0.001072961,0,0,3,7,700,623,624,624,6,2,30,6.67,4,66.67,929,49.84,81.92,14,0.93,2,0,0
0,12,8,4,0.000378428,0.000607326,12.5,0.303030303,0.003787867,0.23913851,0.006437768,0.002145923,0.004291845,0.000378428,0.000385541,7,8,1356,616,617,617,522,244800,271962,90.01,1,0.19,1387,74.41,0.37,13581,0.1,244800,1.07,0
0,88,33,55,0.002043854,0.000400239,26.36363636,0.338095238,0.004497807,0.285678063,0.0472103,0.029506438,0.017703863,0.002043854,0.002051776,76,46,1356,616,617,617,56,1284,3080,41.69,1,1.79,1303,69.9,8.93,898,0.58,1284,5.22,0
0,256,241,15,1.59E-07,0.000329667,117,0.983907397,0.671926469,0.225846747,0.137339056,0.00804721,0.129291845,1.59E-07,1.16E-07,35,255,697,1372,1373,1373,6,3,30,10,3,50,216,11.59,74.48,13.5,0.9,3,2,6
0,985,239,746,0.000464523,0.000310622,443.6353887,0.773726097,0.078964021,0.225456009,0.528433476,0.400214592,0.128218884,0.000464523,0.000476091,9156,689,697,1372,1373,1373,48,948,2256,42.02,1,2.08,1260,67.6,11.94,654,0.58,948,3.41,0
1,2,1,1,2.88E-07,0.000313268,0,0,0,0.000536481,0.001072961,0.000536481,0.000536481,2.88E-07,2.88E-07,2,1,1,1,2,2,710,340201,503390,67.58,1,0.14,1407,75.48,0.3,81594.5,0.32,340201,46.46,0
0,81,72,9,0.000141065,0.000698455,74.33333333,0.692071087,0.005569606,0.284770887,0.043454936,0.004828326,0.038626609,0.000141065,0.000138859,32,67,1356,616,617,617,3,1,6,16.67,2,66.67,758,40.67,97.93,2.5,0.83,1,0,0
0,1191,504,687,5.59E-05,0.000477795,478.4643377,0.910849627,0.430011051,0.29283949,0.638948498,0.368562232,0.270386266,5.59E-05,5.08E-05,11079,903,697,1372,1373,1373,37,342,1332,25.68,2,5.41,1232,66.09,28.35,495,0.74,342,203.25,15
0,526,505,21,3.62E-07,0.000478386,161.047619,0.993278473,0.664319419,0.293168893,0.282188841,0.011266094,0.270922747,3.62E-07,2.84E-07,86,526,697,1372,1373,1373,5,0,20,0,5,100,978,52.47,37.59,10,1,0,0,0
0,1,1,0,0,0.000169942,0,0,0,0.164594167,0.000536481,0,0.000536481,0,0,1,1,698,0,1,1,65,847,4160,20.36,1,1.54,1347,72.26,10,1656.5,0.8,847,350.21,8
0,2,2,0,0,0.000240979,0,1,1,0.205559603,0.001072961,0,0.001072961,0,0,1,2,1358,0,1,1,708,339492,500556,67.82,1,0.14,1407,75.48,0.3,80532,0.32,339492,45.52,0
0,62,35,27,7.59E-06,0.000780774,30.59259259,0.785383904,0.009111629,0.270185251,0.033261803,0.014484979,0.018776824,7.59E-06,7.05E-06,102,46,1356,616,617,617,710,340201,503390,67.58,1,0.14,1407,75.48,0.3,81594.5,0.32,340201,46.46,0
0,1158,504,654,8.19E-07,0.000477765,479.9510703,0.931215695,0.470097698,0.29283949,0.621244635,0.350858369,0.270386266,8.19E-07,7.16E-07,10772,903,697,1372,1373,1373,702,337591,492102,68.6,1,0.14,1405,75.38,0.3,77255.5,0.31,337591,55.67,0
0,6,1,5,0,0.000178254,22.4,0.7,0.002380903,0.000536481,0.003218884,0.002682403,0.000536481,0,0,3,6,1,618,619,619,1,0,0,-1,1,100,10,0.54,100,0,-1,0,0,-1
0,4,4,0,0,0.000557386,0,0.833333333,0.993055556,0.202896246,0.002145923,0,0.002145923,0,0,2,4,1357,0,1,1,700,336787,489300,68.83,1,0.14,1406,75.43,0.3,76256.5,0.31,336787,1021.13,0
0,1,1,0,0,0.000313268,0,0,0,0.000536481,0.000536481,0,0.000536481,0,0,1,1,1,0,1,1,2,1,2,50,1,50,2,0.11,50,0.5,0.5,1,0,0
0,119,61,58,4.25E-07,0.000574237,40.55172414,0.887730553,0.020770033,0.281922364,0.063841202,0.03111588,0.032725322,4.25E-07,3.16E-07,360,70,1356,616,617,617,31,94,930,10.11,1,3.23,1088,58.37,16.11,418,0.9,94,0,0
0,1166,509,657,0.000247974,0.000503479,478.0578387,0.923938533,0.26395827,0.29449395,0.625536481,0.352467811,0.27306867,0.000247974,0.000237678,11021,903,697,1372,1373,1373,39,668,1482,45.07,1,2.56,1256,67.38,12.85,407,0.55,668,31.37,2
1,78,48,30,0.001702717,0.001263445,10.9,0.447611996,0.004484396,0.297391122,0.041845494,0.016094421,0.025751073,0.001702717,0.001483404,1474,35,1356,616,617,617,3,2,6,33.33,1,33.33,8,0.43,61.54,2,0.67,2,0,0
0,1,1,0,0,0.000170119,0,0,0,0.164697881,0.000536481,0,0.000536481,0,0,1,1,698,0,1,1,1,0,0,-1,1,100,64,3.43,100,0,-1,0,0,-1
0,74,3,71,0.00011278,0.00031203,21.35211268,0.251141553,0.004173824,0.230531982,0.039699571,0.038090129,0.001609442,0.00011278,0.000150745,46,43,1356,616,617,617,3,1,6,16.67,2,66.67,105,5.63,63.25,2.5,0.83,1,0,0
0,1158,504,654,8.19E-07,0.000477765,479.9510703,0.931215695,0.470097698,0.29283949,0.621244635,0.350858369,0.270386266,8.19E-07,7.16E-07,10772,903,697,1372,1373,1373,89,3986,7832,50.89,1,1.12,1292,69.31,8.02,1923,0.49,3986,50.1,0
0,74,59,15,0.000590335,0.000386343,28.66666667,0.82198748,0.018876561,0.232433165,0.039699571,0.00804721,0.031652361,0.000590335,0.000547193,20,67,1356,616,617,617,3,1,6,16.67,2,66.67,908,48.71,95.58,2.5,0.83,1,1,16
