bug,degree,in_degree,out_degree,betweenness,pagerank,average_neighbor_degree,clustering,square_clustering,closeness_centrality,degree_centrality,out_degree_centrality,in_degree_centrality,betweenness_centrality,load_centrality,number_of_cliques,core_number,number_ancestors,number_descendants,eccentricity,ripple_degree,Size,Ties,Pairs,Densit,nWeakC,pWeakC,2StepR,2StepP,ReachE,Broker,nBroke,nClose,EgoBet,nEgoBe
0,19,15,4,3.91E-05,0.001156388,6.5,0.766081871,0.025840156,0.183912769,0.043181818,0.009090909,0.034090909,3.91E-05,4.57E-05,9,19,253,227,228,228,1,0,0,-1,1,100,5,1.14,100,0,-1,0,0,-1
0,116,32,84,0.001515959,0.001559086,48.57142857,0.726907631,0.106082241,0.100022282,0.263636364,0.190909091,0.072727273,0.001515959,0.001522544,97,80,67,302,303,303,153,4518,23256,19.43,1,0.65,359,81.59,4.31,9369,0.81,4518,1801.87,7
0,43,26,17,0.001245961,0.004824374,26.23529412,0.794871795,0.050937304,0.217126866,0.097727273,0.038636364,0.059090909,0.001245961,0.001249576,9,33,253,227,228,228,27,405,702,57.69,1,3.7,242,55,21.88,148.5,0.42,405,46,6
0,105,53,52,6.67E-05,0.002415471,44.78846154,0.954451346,0.274014227,0.125953984,0.238636364,0.118181818,0.120454545,6.67E-05,4.15E-05,97,80,67,302,303,303,76,3313,5700,58.12,1,1.32,314,71.36,5.55,1193.5,0.42,3313,61.45,1
0,3,0,3,0,0.000876307,0.666666667,0,0.008298755,0,0.006818182,0.006818182,0,0,0,3,3,0,5,6,6,27,306,702,43.59,1,3.7,279,63.41,23.7,198,0.56,306,78.82,11
0,2,1,1,5.18E-06,0.000919037,3,0,0.02189781,0.070530811,0.004545455,0.002272727,0.002272727,5.18E-06,5.18E-06,2,2,68,231,232,232,77,3407,5852,58.22,1,1.3,316,71.82,5.34,1222.5,0.42,3407,87.34,1
0,9,1,8,4.14E-05,0.001340048,0.25,0,0.047439889,0.145028548,0.020454545,0.018181818,0.002272727,4.14E-05,4.14E-05,9,9,255,9,10,10,24,287,552,51.99,1,4.17,233,52.95,13.82,132.5,0.48,287,15.2,2
0,22,17,5,0.000601356,0.001353209,10.6,0.538095238,0.042027099,0.194485294,0.05,0.011363636,0.038636364,0.000601356,0.000599065,8,19,253,227,228,228,18,156,306,50.98,2,11.11,229,52.05,15.11,75,0.49,156,22.5,7
0,3,1,2,1.04E-05,0.001064591,3.5,0,0,0.002272727,0.006818182,0.004545455,0.002272727,1.04E-05,1.04E-05,2,2,1,8,9,9,1,0,0,-1,1,100,1,0.23,-1,0,-1,0,0,0
0,24,13,11,0.019385987,0.002043095,19,0.725490196,0.019733157,0.165689066,0.054545455,0.025,0.029545455,0.019385987,0.019356811,10,17,253,227,228,228,17,143,272,52.57,1,5.88,239,54.32,15.63,64.5,0.47,143,0.83,0
0,7,0,7,0,0.000876307,2.571428571,0.238095238,0.024693176,0,0.015909091,0.015909091,0,0,0,6,6,0,229,230,230,13,29,156,18.59,2,15.38,122,27.73,27.05,63.5,0.81,29,2,1
0,18,15,3,0.001121921,0.001156388,5,0.758169935,0.088450747,0.18414557,0.040909091,0.006818182,0.034090909,0.001121921,0.001212648,4,16,253,227,228,228,4,4,12,33.33,2,50,135,30.68,90.6,4,0.67,4,2,16
0,20,10,10,0.000866192,0.001989458,8.5,0.654411765,0.11859673,0.132732664,0.045454545,0.022727273,0.022727273,0.000866192,0.000745886,9,16,253,227,228,228,2,0,2,0,2,100,39,8.86,97.5,1,1,0,0,0
0,5,1,4,0,0.001112821,14.75,0.5,0.018292683,0.002272727,0.011363636,0.009090909,0.002272727,0,0,3,4,1,229,230,230,24,297,552,53.8,1,4.17,282,64.09,24.06,127.5,0.46,297,25.2,4
0,1,1,0,0,0.000886923,0,0,0,0.139645022,0.002272727,0,0.002272727,0,0,1,1,254,0,1,1,24,230,552,41.67,1,4.17,209,47.5,22.87,161,0.58,230,14.43,2
0,10,10,0,0,0.002271715,0,0.866666667,0.728674203,0.110412103,0.022727273,0,0.022727273,0,0,4,10,254,0,1,1,27,253,702,36.04,1,3.7,209,47.5,22.23,224.5,0.64,253,60.78,8
0,19,15,4,0.001119555,0.001226522,2,0.625730994,0.082880744,0.189420573,0.043181818,0.009090909,0.034090909,0.001119555,0.00109761,7,16,253,227,228,228,4,4,12,33.33,1,25,123,27.95,87.86,4,0.67,4,0.5,4
0,4,2,2,0,0.001212334,5.5,1,0.027863777,0.006060606,0.009090909,0.004545455,0.004545455,0,0,1,4,4,14,15,15,2,0,2,0,2,100,14,3.18,66.67,1,1,0,0,0
0,35,16,19,0.000249843,0.002643357,15.73684211,0.845849802,0.031239041,0.191414474,0.079545455,0.043181818,0.036363636,0.000249843,0.000258065,13,27,253,227,228,228,83,3105,6806,45.62,7,8.43,256,58.18,4.86,1850.5,0.54,3105,0,0
0,1,1,0,0,0.000953561,0,0,0,0.062928688,0.002272727,0,0.002272727,0,0,1,1,68,0,1,1,7,12,42,28.57,1,14.29,31,7.05,51.67,15,0.71,12,3.83,9
0,5,1,4,5.18E-06,0.001112821,2.5,0.5,0.006479482,0.002272727,0.011363636,0.009090909,0.002272727,5.18E-06,5.18E-06,2,4,1,234,235,235,107,1559,11342,13.75,1,0.93,318,72.27,8.05,4891.5,0.86,1559,521.84,4
0,2,0,2,0,0.000876307,38.5,0,0,0,0.004545455,0.004545455,0,0,0,2,1,0,229,230,230,17,142,272,52.21,1,5.88,209,47.5,26.36,65,0.48,142,2.71,1
0,2,2,0,0,0.001121975,0,1,1,0.004545455,0.004545455,0,0.004545455,0,0,1,2,2,0,1,1,65,2862,4160,68.8,1,1.54,317,72.05,6.07,649,0.31,2862,26.62,0
0,16,15,1,1.20E-06,0.001226522,0,0.85,0.113440095,0.190178045,0.036363636,0.002272727,0.034090909,1.20E-06,1.22E-06,4,16,254,1,2,2,40,1272,1560,81.54,1,2.5,309,70.23,8.92,144,0.18,1272,0,0
0,35,17,18,0.000792166,0.002797263,15.77777778,0.845849802,0.031066773,0.192427249,0.079545455,0.040909091,0.038636364,0.000792166,0.000654973,13,27,253,227,228,228,4,3,12,25,1,25,72,16.36,80.9,4.5,0.75,3,0,0
0,5,5,0,0,0.002748915,0,0.1,0.077821012,0.147784091,0.011363636,0,0.011363636,0,0,4,4,255,0,1,1,26,338,650,52,1,3.85,242,55,19.22,156,0.48,338,60.95,9
0,25,18,7,7.33E-06,0.002831981,5.571428571,0.806324111,0.032069019,0.188439119,0.056818182,0.015909091,0.040909091,7.33E-06,9.18E-06,15,22,253,227,228,228,38,89,1406,6.33,0,52.63,258,58.64,22.47,658.5,0.94,89,37,2
0,121,20,101,0.006387464,0.001574618,15.1980198,0.249691412,0.023498468,0.185554847,0.275,0.229545455,0.045454545,0.006387464,0.006338373,338,26,253,227,228,228,1,0,0,-1,1,100,2,0.45,100,0,-1,0,0,-1
0,1,0,1,0,0.000876307,0,0,0,0,0.002272727,0.002272727,0,0,0,1,1,0,1,2,2,2,0,2,0,2,100,9,2.05,100,1,1,0,1,50
0,2,0,2,0,0.000876307,0.5,0,1,0,0.004545455,0.004545455,0,0,0,2,2,0,3,4,4,70,3271,4830,67.72,1,1.43,313,71.14,5.64,779.5,0.32,3271,3.13,0
0,1,1,0,0,0.001621283,0,0,0,0.002272727,0.002272727,0,0.002272727,0,0,1,1,1,0,1,1,87,1260,7482,16.84,1,1.15,292,66.36,8.97,3111,0.83,1260,7.12,0
0,29,12,17,0.001677085,0.003068558,10.58823529,0.728571429,0.110258955,0.13297532,0.065909091,0.038636364,0.027272727,0.001677085,0.001557092,36,16,253,227,228,228,19,141,342,41.23,2,10.53,247,56.14,16.08,100.5,0.59,141,29.33,8
0,42,42,0,0,0.004002444,0,0.133565621,0.023794077,0.230021142,0.095454545,0,0.095454545,0,0,28,23,272,0,1,1,23,252,506,49.8,1,4.35,290,65.91,24.41,127,0.5,252,1.42,0
0,24,21,3,0.000404848,0.001587872,6,0.739130435,0.08595425,0.186029412,0.054545455,0.006818182,0.047727273,0.000404848,0.000480103,8,21,253,227,228,228,1,0,0,-1,1,100,12,2.73,100,0,-1,0,0,-1
0,29,15,14,0.002259735,0.001113991,0.214285714,0.411330049,0.014432904,0.184436821,0.065909091,0.031818182,0.034090909,0.002259735,0.00224275,25,23,254,15,16,16,1,0,0,-1,1,100,3,0.68,100,0,-1,0,0,-1
0,6,0,6,0,0.000876307,4,0.066666667,0.02246304,0,0.013636364,0.013636364,0,0,0,5,6,0,228,229,229,17,143,272,52.57,1,5.88,240,54.55,15.67,64.5,0.47,143,48.33,17
0,106,32,74,7.89E-06,0.001556977,53.44594595,0.912624954,0.238302111,0.100022282,0.240909091,0.168181818,0.072727273,7.89E-06,7.89E-06,90,80,67,302,303,303,4,0,12,0,4,100,88,20,93.62,6,1,0,4,33
0,1,0,1,0,0.000876307,1,0,0,0,0.002272727,0.002272727,0,0,0,1,1,0,2,3,3,6,6,30,20,2,33.33,163,37.05,37.39,12,0.8,6,5,16
1,15,14,1,0,0.001158924,0,0.952380952,0.180779221,0.184901983,0.034090909,0.002272727,0.031818182,0,0,3,15,254,1,2,2,1,0,0,-1,1,100,25,5.68,100,0,-1,0,0,-1
0,1,1,0,0,0.000938389,0,0,0,0.002272727,0.002272727,0,0.002272727,0,0,1,1,1,0,1,1,18,145,306,47.39,1,5.56,262,59.55,16.82,80.5,0.53,145,54.28,17
1,11,6,5,0.002667956,0.002552373,15.2,0.464285714,0.012935531,0.160568433,0.025,0.011363636,0.013636364,0.002667956,0.002671222,6,8,253,227,228,228,1,0,0,-1,1,100,19,4.32,100,0,-1,0,0,-1
0,4,1,3,0,0.000893731,1.666666667,0.833333333,0.237357631,0.061818182,0.009090909,0.006818182,0.002272727,0,0,2,4,68,228,229,229,78,3437,6006,57.23,1,1.28,321,72.95,5.45,1284.5,0.43,3437,22.16,0
0,3,0,3,0,0.000876307,1.333333333,0,0.002946593,0,0.006818182,0.006818182,0,0,0,3,3,0,228,229,229,16,139,240,57.92,1,6.25,239,54.32,15.91,50.5,0.42,139,0.33,0
0,1,0,1,0,0.000876307,0,0,0,0,0.002272727,0.002272727,0,0,0,1,1,0,1,2,2,20,167,380,43.95,1,5,179,40.68,34.89,106.5,0.56,167,4.4,1
0,22,13,9,0.001391305,0.003222035,9.444444444,0.727941176,0.109559547,0.133096981,0.05,0.020454545,0.029545455,0.001391305,0.00126496,8,16,253,227,228,228,2,1,2,50,1,50,6,1.36,66.67,0.5,0.5,1,0,0
0,1,1,0,0,0.000977341,0,0,0,0.161483781,0.002272727,0,0.002272727,0,0,1,1,254,0,1,1,26,256,650,39.38,1,3.85,177,40.23,28.32,197,0.61,256,18.71,2
0,53,28,25,0.004512098,0.006236738,17.64,0.474474474,0.019156382,0.218430931,0.120454545,0.056818182,0.063636364,0.004512098,0.004523057,21,33,253,227,228,228,3,2,6,33.33,1,33.33,9,2.05,64.29,2,0.67,2,0,0
0,5,1,4,0.001157072,0.001112821,3.75,0.5,0.004162331,0.002272727,0.011363636,0.009090909,0.002272727,0.001157072,0.001157072,2,4,1,234,235,235,6,1,30,3.33,5,83.33,206,46.82,55.98,14.5,0.97,1,0,0
0,6,0,6,0,0.000876307,0.5,0.133333333,1,0,0.013636364,0.013636364,0,0,0,5,2,0,6,7,7,3,0,6,0,3,100,8,1.82,100,3,1,0,2,33
0,16,15,1,1.20E-06,0.001226522,0,0.85,0.113440095,0.190178045,0.036363636,0.002272727,0.034090909,1.20E-06,1.22E-06,4,16,254,1,2,2,43,172,1806,9.52,0,23.26,280,63.64,17.13,817,0.9,172,0,0
0,1,1,0,0,0.001136982,0,0,0,0.143470913,0.002272727,0,0.002272727,0,0,1,1,254,0,1,1,71,3275,4970,65.9,2,2.82,313,71.14,5.63,847.5,0.34,3275,62.26,1
0,25,18,7,7.33E-06,0.002831981,5.571428571,0.806324111,0.032069019,0.188439119,0.056818182,0.015909091,0.040909091,7.33E-06,9.18E-06,15,22,253,227,228,228,18,144,306,47.06,1,5.56,241,54.77,15.63,81,0.53,144,55.83,18
0,26,23,3,0.001329998,0.001636439,3.333333333,0.701538462,0.038619196,0.191920514,0.059090909,0.006818182,0.052272727,0.001329998,0.00135047,7,22,254,16,17,17,10,9,90,10,2,20,201,45.68,36.75,40.5,0.9,9,20.5,22
0,100,53,47,7.85E-06,0.002411344,41,0.954451346,0.274014227,0.125953984,0.227272727,0.106818182,0.120454545,7.85E-06,6.99E-06,97,80,67,302,303,303,24,294,552,53.26,1,4.17,282,64.09,25.66,129,0.47,294,29.17,5
