bug,degree,in_degree,out_degree,betweenness,pagerank,average_neighbor_degree,clustering,square_clustering,closeness_centrality,degree_centrality,out_degree_centrality,in_degree_centrality,betweenness_centrality,load_centrality,number_of_cliques,core_number,number_ancestors,number_descendants,eccentricity,ripple_degree,Size,Ties,Pairs,Densit,nWeakC,pWeakC,2StepR,2StepP,ReachE,Broker,nBroke,nClose,EgoBet,nEgoBe
0,3,0,3,0,0.000589169,16,1,0.042801556,0,0.006726457,0.006726457,0,0,0,1,3,0,208,209,209,1,0,0,-1,1,100,13,2.91,100,0,-1,0,0,-1
1,7,4,3,0.000372379,0.001906155,25,0.4,0.016047792,0.229314688,0.015695067,0.006726457,0.00896861,0.000372379,0.000449617,4,5,251,206,207,207,9,16,72,22.22,1,11.11,131,29.37,59.82,28,0.78,16,0,0
0,7,3,4,0.001121328,0.001506584,6.5,0.238095238,0.012039402,0.009566517,0.015695067,0.00896861,0.006726457,0.001121328,0.00110932,4,4,8,208,209,209,3,2,6,33.33,2,66.67,66,14.8,72.53,2,0.67,2,2,33
1,23,9,14,0.007820082,0.004484725,12.85714286,0.350877193,0.014639807,0.238611229,0.051569507,0.031390135,0.020179372,0.007820082,0.008220484,21,11,251,206,207,207,43,1323,1806,73.26,1,2.33,74,16.59,4.1,241.5,0.27,1323,10.09,0
1,6,1,5,0.000174511,0.000673698,17.4,0.466666667,0.013533236,0.004035874,0.013452915,0.011210762,0.002242152,0.000174511,0.000130798,3,6,3,207,208,208,1,0,0,-1,1,100,11,2.47,100,0,-1,0,0,-1
0,4,0,4,0,0.000589169,14,0.666666667,0.017493473,0,0.00896861,0.00896861,0,0,0,2,4,0,208,209,209,40,1250,1560,80.13,1,2.5,67,15.02,3.9,155,0.2,1250,0.2,0
0,2,0,2,0,0.000589169,6,1,0.027027027,0,0.004484305,0.004484305,0,0,0,1,2,0,212,213,213,21,240,420,57.14,1,4.76,34,7.62,9.26,90,0.43,240,5.42,1
0,20,14,6,0,0.00454012,5,0.876190476,0.67451596,0.16623802,0.044843049,0.013452915,0.031390135,0,0,3,17,275,6,7,7,14,39,182,21.43,2,14.29,233,52.24,45.96,71.5,0.79,39,35.58,19
0,9,1,8,8.40E-07,0.000861523,11.75,0.607142857,0.016425942,0.167764665,0.020179372,0.01793722,0.002242152,8.40E-07,8.40E-07,5,9,251,206,207,207,2,2,2,100,1,50,80,17.94,74.77,0,0,2,0,0
0,33,12,21,2.73E-05,0.001810882,12.19047619,0.747619048,0.41436272,0.160638014,0.073991031,0.047085202,0.02690583,2.73E-05,2.73E-05,4,24,269,25,26,26,5,3,20,15,2,40,169,37.89,82.04,8.5,0.85,3,4,20
