bug,degree,in_degree,out_degree,betweenness,pagerank,average_neighbor_degree,clustering,square_clustering,closeness_centrality,degree_centrality,out_degree_centrality,in_degree_centrality,betweenness_centrality,load_centrality,number_of_cliques,core_number,number_ancestors,number_descendants,eccentricity,ripple_degree,Size,Ties,Pairs,Densit,nWeakC,pWeakC,2StepR,2StepP,ReachE,Broker,nBroke,nClose,EgoBet,nEgoBe
0,3,0,3,0,0.000450266,34.66666667,1,0.011536787,0,0.005217391,0.005217391,0,0,0,1,3,0,262,263,263,2,2,2,100,1,50,15,2.61,62.5,0,0,2,0,0
0,7,4,3,0.000172809,0.001488511,36.66666667,0.4,0.010903173,0.236255113,0.012173913,0.005217391,0.006956522,0.000172809,0.000163901,4,5,342,261,262,262,15,53,210,25.24,1,6.67,186,32.35,52.39,78.5,0.75,53,0.83,0
1,7,4,3,0.000851322,0.001168123,8,0.095238095,0.031082529,0.008804348,0.012173913,0.005217391,0.006956522,0.000851322,0.00084095,5,4,9,263,264,264,3,2,6,33.33,2,66.67,68,11.83,72.34,2,0.67,2,2,33
0,6,1,5,0.000168233,0.000501949,22.4,0.533333333,0.011868786,0.003130435,0.010434783,0.008695652,0.00173913,0.000168233,0.00015877,3,6,3,262,263,263,1,0,0,-1,1,100,22,3.83,100,0,-1,0,0,-1
1,25,7,18,0.003839524,0.001894247,11.77777778,0.337662338,0.012519065,0.238750765,0.043478261,0.031304348,0.012173913,0.003839524,0.004150647,27,12,342,261,262,262,1,0,0,-1,1,100,16,2.78,100,0,-1,0,0,-1
0,21,15,6,0,0.004320888,5,0.825,0.42828341,0.172872132,0.036521739,0.010434783,0.026086957,0,0,4,17,367,6,7,7,41,1323,1640,80.67,1,2.44,69,12,3.78,158.5,0.19,1323,0.3,0
0,2,0,2,0,0.000450266,2.5,0,0,0,0.003478261,0.003478261,0,0,0,2,2,0,265,266,266,22,270,462,58.44,1,4.55,43,7.48,9.95,96,0.42,270,6.29,1
0,4,0,4,0,0.000450266,15.5,1,0.012006861,0,0.006956522,0.006956522,0,0,0,1,4,0,262,263,263,13,39,156,25,2,15.38,291,50.61,46.78,58.5,0.75,39,19.5,12
0,1,0,1,0,0.000450266,5,0,0,0,0.00173913,0.00173913,0,0,0,1,1,0,264,265,265,2,2,2,100,1,50,94,16.35,77.69,0,0,2,0,0
0,7,1,6,6.06E-07,0.000539744,19.66666667,0.733333333,0.010196525,0.170507672,0.012173913,0.010434783,0.00173913,6.06E-07,6.06E-07,3,7,342,261,262,262,5,4,20,20,2,40,202,35.13,80.8,8,0.8,4,4,20
0,76,35,41,0.000174144,0.001938414,34.29268293,0.932447398,0.532948418,0.17714095,0.132173913,0.071304348,0.060869565,0.000174144,0.000176724,10,62,399,70,71,71,2,0,2,0,2,100,4,0.7,100,1,1,0,0,0
0,35,13,22,1.90E-05,0.001679139,13.22727273,0.748917749,0.341439923,0.168509455,0.060869565,0.03826087,0.022608696,1.90E-05,1.90E-05,5,26,361,26,27,27,5,1,20,5,4,80,18,3.13,69.23,9.5,0.95,1,6,30
0,1,0,1,0,0.000450266,2,0,0,0,0.00173913,0.00173913,0,0,0,1,1,0,3,4,4,21,85,420,20.24,2,9.52,310,53.91,39.19,167.5,0.8,85,79.57,18
0,1,0,1,0,0.000450266,7,0,0,0,0.00173913,0.00173913,0,0,0,1,1,0,297,298,298,8,27,56,48.21,1,12.5,67,11.65,38.07,14.5,0.52,27,0.75,1
0,28,26,2,0.000610951,0.006861766,33,0.366153846,0.043433084,0.253952125,0.048695652,0.003478261,0.045217391,0.000610951,0.000494515,67,12,342,261,262,262,5,7,20,35,1,20,164,28.52,67.49,6.5,0.65,7,0.83,4
0,20,15,5,0.000863326,0.003305222,20,0.352941176,0.029746376,0.249896379,0.034782609,0.008695652,0.026086957,0.000863326,0.000772865,16,11,342,261,262,262,7,2,42,4.76,5,71.43,67,11.65,72.83,20,0.95,2,10,23
0,6,2,4,0.000286101,0.000782458,11.25,0.4,0.019142572,0.176883176,0.010434783,0.006956522,0.003478261,0.000286101,0.00034184,3,6,342,261,262,262,6,17,30,56.67,2,33.33,282,49.04,52.42,6.5,0.43,17,5,16
